slice_identifier,sample_index,n_slices_expected,n_slices_real,first_slice,last_slice,mix,detector
slice01422,32,50,50,1411,1460,1,1
slice01423,32,50,50,1411,1460,1,1
slice01424,32,50,50,1411,1460,1,1
slice01425,32,50,50,1411,1460,1,1
slice01426,32,50,50,1411,1460,1,1
slice01427,32,50,50,1411,1460,1,1
slice01428,32,50,50,1411,1460,1,1
slice01429,32,50,50,1411,1460,1,1
slice01430,32,50,50,1411,1460,1,1
slice01431,32,50,50,1411,1460,1,1
slice01432,32,50,50,1411,1460,1,1
slice01433,32,50,50,1411,1460,1,1
slice01434,32,50,50,1411,1460,1,1
slice01435,32,50,50,1411,1460,1,1
slice01436,32,50,50,1411,1460,1,1
slice01437,32,50,50,1411,1460,1,1
slice01438,32,50,50,1411,1460,1,1
slice01439,32,50,50,1411,1460,1,1
slice01440,32,50,50,1411,1460,1,1
slice01441,32,50,50,1411,1460,1,1
slice01442,32,50,50,1411,1460,1,1
slice01443,32,50,50,1411,1460,1,1
slice01444,32,50,50,1411,1460,1,1
slice01445,32,50,50,1411,1460,1,1
slice01446,32,50,50,1411,1460,1,1
slice01447,32,50,50,1411,1460,1,1
slice01448,32,50,50,1411,1460,1,1
slice01449,32,50,50,1411,1460,1,1
slice01450,32,50,50,1411,1460,1,1
slice01451,32,50,50,1411,1460,1,1
slice01452,32,50,50,1411,1460,1,1
slice01453,32,50,50,1411,1460,1,1
slice01454,32,50,50,1411,1460,1,1
slice01455,32,50,50,1411,1460,1,1
slice01456,32,50,50,1411,1460,1,1
slice01457,32,50,50,1411,1460,1,1
slice01458,32,50,50,1411,1460,1,1
slice01459,32,50,50,1411,1460,1,1
slice01460,32,50,50,1411,1460,1,1
slice01461,33,50,50,1461,1510,1,1
slice01462,33,50,50,1461,1510,1,1
slice01463,33,50,50,1461,1510,1,1
slice01464,33,50,50,1461,1510,1,1
slice01465,33,50,50,1461,1510,1,1
slice01466,33,50,50,1461,1510,1,1
slice01467,33,50,50,1461,1510,1,1
slice01468,33,50,50,1461,1510,1,1
slice01469,33,50,50,1461,1510,1,1
slice01470,33,50,50,1461,1510,1,1
slice01471,33,50,50,1461,1510,1,1
slice01472,33,50,50,1461,1510,1,1
slice01473,33,50,50,1461,1510,1,1
slice01474,33,50,50,1461,1510,1,1
slice01475,33,50,50,1461,1510,1,1
slice01476,33,50,50,1461,1510,1,1
slice01477,33,50,50,1461,1510,1,1
slice01478,33,50,50,1461,1510,1,1
slice01479,33,50,50,1461,1510,1,1
slice01480,33,50,50,1461,1510,1,1
slice01481,33,50,50,1461,1510,1,1
slice01482,33,50,50,1461,1510,1,1
slice01483,33,50,50,1461,1510,1,1
slice01484,33,50,50,1461,1510,1,1
slice01485,33,50,50,1461,1510,1,1
slice01486,33,50,50,1461,1510,1,1
slice01487,33,50,50,1461,1510,1,1
slice01488,33,50,50,1461,1510,1,1
slice01489,33,50,50,1461,1510,1,1
slice01490,33,50,50,1461,1510,1,1
slice01491,33,50,50,1461,1510,1,1
slice01492,33,50,50,1461,1510,1,1
slice01493,33,50,50,1461,1510,1,1
slice01494,33,50,50,1461,1510,1,1
slice01495,33,50,50,1461,1510,1,1
slice01496,33,50,50,1461,1510,1,1
slice01497,33,50,50,1461,1510,1,1
slice01498,33,50,50,1461,1510,1,1
slice01499,33,50,50,1461,1510,1,1
slice01500,33,50,50,1461,1510,1,1
slice01501,33,50,50,1461,1510,1,1
slice01502,33,50,50,1461,1510,1,1
slice01503,33,50,50,1461,1510,1,1
slice01504,33,50,50,1461,1510,1,1
slice01505,33,50,50,1461,1510,1,1
slice01506,33,50,50,1461,1510,1,1
slice01507,33,50,50,1461,1510,1,1
slice01508,33,50,50,1461,1510,1,1
slice01509,33,50,50,1461,1510,1,1
slice01510,33,50,50,1461,1510,1,1
slice01511,34,50,50,1511,1560,1,1
slice01512,34,50,50,1511,1560,1,1
slice01513,34,50,50,1511,1560,1,1
slice01514,34,50,50,1511,1560,1,1
slice01515,34,50,50,1511,1560,1,1
slice01516,34,50,50,1511,1560,1,1
slice01517,34,50,50,1511,1560,1,1
slice01518,34,50,50,1511,1560,1,1
slice01519,34,50,50,1511,1560,1,1
slice01520,34,50,50,1511,1560,1,1
slice01521,34,50,50,1511,1560,1,1
slice01522,34,50,50,1511,1560,1,1
slice01523,34,50,50,1511,1560,1,1
slice01524,34,50,50,1511,1560,1,1
slice01525,34,50,50,1511,1560,1,1
slice01526,34,50,50,1511,1560,1,1
slice01527,34,50,50,1511,1560,1,1
slice01528,34,50,50,1511,1560,1,1
slice01529,34,50,50,1511,1560,1,1
slice01530,34,50,50,1511,1560,1,1
slice01531,34,50,50,1511,1560,1,1
slice01532,34,50,50,1511,1560,1,1
slice01533,34,50,50,1511,1560,1,1
slice01534,34,50,50,1511,1560,1,1
slice01535,34,50,50,1511,1560,1,1
slice01536,34,50,50,1511,1560,1,1
slice01537,34,50,50,1511,1560,1,1
slice01538,34,50,50,1511,1560,1,1
slice01539,34,50,50,1511,1560,1,1
slice01540,34,50,50,1511,1560,1,1
slice01541,34,50,50,1511,1560,1,1
slice01542,34,50,50,1511,1560,1,1
slice01543,34,50,50,1511,1560,1,1
slice01544,34,50,50,1511,1560,1,1
slice01545,34,50,50,1511,1560,1,1
slice01546,34,50,50,1511,1560,1,1
slice01547,34,50,50,1511,1560,1,1
slice01548,34,50,50,1511,1560,1,1
slice01549,34,50,50,1511,1560,1,1
slice01550,34,50,50,1511,1560,1,1
slice01551,34,50,50,1511,1560,1,1
slice01552,34,50,50,1511,1560,1,1
slice01553,34,50,50,1511,1560,1,1
slice01554,34,50,50,1511,1560,1,1
slice01555,34,50,50,1511,1560,1,1
slice01556,34,50,50,1511,1560,1,1
slice01557,34,50,50,1511,1560,1,1
slice01558,34,50,50,1511,1560,1,1
slice01559,34,50,50,1511,1560,1,1
slice01560,34,50,50,1511,1560,1,1
slice01561,35,50,50,1561,1610,1,1
slice01562,35,50,50,1561,1610,1,1
slice01563,35,50,50,1561,1610,1,1
slice01564,35,50,50,1561,1610,1,1
slice01565,35,50,50,1561,1610,1,1
slice01566,35,50,50,1561,1610,1,1
slice01567,35,50,50,1561,1610,1,1
slice01568,35,50,50,1561,1610,1,1
slice01569,35,50,50,1561,1610,1,1
slice01570,35,50,50,1561,1610,1,1
slice01571,35,50,50,1561,1610,1,1
slice01572,35,50,50,1561,1610,1,1
slice01573,35,50,50,1561,1610,1,1
slice01574,35,50,50,1561,1610,1,1
slice01575,35,50,50,1561,1610,1,1
slice01576,35,50,50,1561,1610,1,1
slice01577,35,50,50,1561,1610,1,1
slice01578,35,50,50,1561,1610,1,1
slice01579,35,50,50,1561,1610,1,1
slice01580,35,50,50,1561,1610,1,1
slice01581,35,50,50,1561,1610,1,1
slice01582,35,50,50,1561,1610,1,1
slice01583,35,50,50,1561,1610,1,1
slice01584,35,50,50,1561,1610,1,1
slice01585,35,50,50,1561,1610,1,1
slice01586,35,50,50,1561,1610,1,1
slice01587,35,50,50,1561,1610,1,1
slice01588,35,50,50,1561,1610,1,1
slice01589,35,50,50,1561,1610,1,1
slice01590,35,50,50,1561,1610,1,1
slice01591,35,50,50,1561,1610,1,1
slice01592,35,50,50,1561,1610,1,1
slice01593,35,50,50,1561,1610,1,1
slice01594,35,50,50,1561,1610,1,1
slice01595,35,50,50,1561,1610,1,1
slice01596,35,50,50,1561,1610,1,1
slice01597,35,50,50,1561,1610,1,1
slice01598,35,50,50,1561,1610,1,1
slice01599,35,50,50,1561,1610,1,1
slice01600,35,50,50,1561,1610,1,1
slice01601,35,50,50,1561,1610,1,1
slice01602,35,50,50,1561,1610,1,1
slice01603,35,50,50,1561,1610,1,1
slice01604,35,50,50,1561,1610,1,1
slice01605,35,50,50,1561,1610,1,1
slice01606,35,50,50,1561,1610,1,1
slice01607,35,50,50,1561,1610,1,1
slice01608,35,50,50,1561,1610,1,1
slice01609,35,50,50,1561,1610,1,1
slice01610,35,50,50,1561,1610,1,1
slice01611,36,40,40,1611,1650,1,1
slice01612,36,40,40,1611,1650,1,1
slice01613,36,40,40,1611,1650,1,1
slice01614,36,40,40,1611,1650,1,1
slice01615,36,40,40,1611,1650,1,1
slice01616,36,40,40,1611,1650,1,1
slice01617,36,40,40,1611,1650,1,1
slice01618,36,40,40,1611,1650,1,1
slice01619,36,40,40,1611,1650,1,1
slice01620,36,40,40,1611,1650,1,1
slice01621,36,40,40,1611,1650,1,1
slice01622,36,40,40,1611,1650,1,1
slice01623,36,40,40,1611,1650,1,1
slice01624,36,40,40,1611,1650,1,1
slice01625,36,40,40,1611,1650,1,1
slice01626,36,40,40,1611,1650,1,1
slice01627,36,40,40,1611,1650,1,1
slice01628,36,40,40,1611,1650,1,1
slice01629,36,40,40,1611,1650,1,1
slice01630,36,40,40,1611,1650,1,1
slice01631,36,40,40,1611,1650,1,1
slice01632,36,40,40,1611,1650,1,1
slice01633,36,40,40,1611,1650,1,1
slice01634,36,40,40,1611,1650,1,1
slice01635,36,40,40,1611,1650,1,1
slice01636,36,40,40,1611,1650,1,1
slice01637,36,40,40,1611,1650,1,1
slice01638,36,40,40,1611,1650,1,1
slice01639,36,40,40,1611,1650,1,1
slice01640,36,40,40,1611,1650,1,1
slice01641,36,40,40,1611,1650,1,1
slice01642,36,40,40,1611,1650,1,1
slice01643,36,40,40,1611,1650,1,1
slice01644,36,40,40,1611,1650,1,1
slice01645,36,40,40,1611,1650,1,1
slice01646,36,40,40,1611,1650,1,1
slice01647,36,40,40,1611,1650,1,1
slice01648,36,40,40,1611,1650,1,1
slice01649,36,40,40,1611,1650,1,1
slice01650,36,40,40,1611,1650,1,1
slice01651,37,50,50,1651,1700,1,1
slice01652,37,50,50,1651,1700,1,1
slice01653,37,50,50,1651,1700,1,1
slice01654,37,50,50,1651,1700,1,1
slice01655,37,50,50,1651,1700,1,1
slice01656,37,50,50,1651,1700,1,1
slice01657,37,50,50,1651,1700,1,1
slice01658,37,50,50,1651,1700,1,1
slice01659,37,50,50,1651,1700,1,1
slice01660,37,50,50,1651,1700,1,1
slice01661,37,50,50,1651,1700,1,1
slice01662,37,50,50,1651,1700,1,1
slice01663,37,50,50,1651,1700,1,1
slice01664,37,50,50,1651,1700,1,1
slice01665,37,50,50,1651,1700,1,1
slice01666,37,50,50,1651,1700,1,1
slice01667,37,50,50,1651,1700,1,1
slice01668,37,50,50,1651,1700,1,1
slice01669,37,50,50,1651,1700,1,1
slice01670,37,50,50,1651,1700,1,1
slice01671,37,50,50,1651,1700,1,1
slice01672,37,50,50,1651,1700,1,1
slice01673,37,50,50,1651,1700,1,1
slice01674,37,50,50,1651,1700,1,1
slice01675,37,50,50,1651,1700,1,1
slice01676,37,50,50,1651,1700,1,1
slice01677,37,50,50,1651,1700,1,1
slice01678,37,50,50,1651,1700,1,1
slice01679,37,50,50,1651,1700,1,1
slice01680,37,50,50,1651,1700,1,1
slice01681,37,50,50,1651,1700,1,1
slice01682,37,50,50,1651,1700,1,1
slice01683,37,50,50,1651,1700,1,1
slice01684,37,50,50,1651,1700,1,1
slice01685,37,50,50,1651,1700,1,1
slice01686,37,50,50,1651,1700,1,1
slice01687,37,50,50,1651,1700,1,1
slice01688,37,50,50,1651,1700,1,1
slice01689,37,50,50,1651,1700,1,1
slice01690,37,50,50,1651,1700,1,1
slice01691,37,50,50,1651,1700,1,1
slice01692,37,50,50,1651,1700,1,1
slice01693,37,50,50,1651,1700,1,1
slice01694,37,50,50,1651,1700,1,1
slice01695,37,50,50,1651,1700,1,1
slice01696,37,50,50,1651,1700,1,1
slice01697,37,50,50,1651,1700,1,1
slice01698,37,50,50,1651,1700,1,1
slice01699,37,50,50,1651,1700,1,1
slice01700,37,50,50,1651,1700,1,1
slice01701,38,50,50,1701,1750,1,1
slice01702,38,50,50,1701,1750,1,1
slice01703,38,50,50,1701,1750,1,1
slice01704,38,50,50,1701,1750,1,1
slice01705,38,50,50,1701,1750,1,1
slice01706,38,50,50,1701,1750,1,1
slice01707,38,50,50,1701,1750,1,1
slice01708,38,50,50,1701,1750,1,1
slice01709,38,50,50,1701,1750,1,1
slice01710,38,50,50,1701,1750,1,1
slice01711,38,50,50,1701,1750,1,1
slice01712,38,50,50,1701,1750,1,1
slice01713,38,50,50,1701,1750,1,1
slice01714,38,50,50,1701,1750,1,1
slice01715,38,50,50,1701,1750,1,1
slice01716,38,50,50,1701,1750,1,1
slice01717,38,50,50,1701,1750,1,1
slice01718,38,50,50,1701,1750,1,1
slice01719,38,50,50,1701,1750,1,1
slice01720,38,50,50,1701,1750,1,1
slice01721,38,50,50,1701,1750,1,1
slice01722,38,50,50,1701,1750,1,1
slice01723,38,50,50,1701,1750,1,1
slice01724,38,50,50,1701,1750,1,1
slice01725,38,50,50,1701,1750,1,1
slice01726,38,50,50,1701,1750,1,1
slice01727,38,50,50,1701,1750,1,1
slice01728,38,50,50,1701,1750,1,1
slice01729,38,50,50,1701,1750,1,1
slice01730,38,50,50,1701,1750,1,1
slice01731,38,50,50,1701,1750,1,1
slice01732,38,50,50,1701,1750,1,1
slice01733,38,50,50,1701,1750,1,1
slice01734,38,50,50,1701,1750,1,1
slice01735,38,50,50,1701,1750,1,1
slice01736,38,50,50,1701,1750,1,1
slice01737,38,50,50,1701,1750,1,1
slice01738,38,50,50,1701,1750,1,1
slice01739,38,50,50,1701,1750,1,1
slice01740,38,50,50,1701,1750,1,1
slice01741,38,50,50,1701,1750,1,1
slice01742,38,50,50,1701,1750,1,1
slice01743,38,50,50,1701,1750,1,1
slice01744,38,50,50,1701,1750,1,1
slice01745,38,50,50,1701,1750,1,1
slice01746,38,50,50,1701,1750,1,1
slice01747,38,50,50,1701,1750,1,1
slice01748,38,50,50,1701,1750,1,1
slice01749,38,50,50,1701,1750,1,1
slice01750,38,50,50,1701,1750,1,1
slice01751,39,50,50,1751,1800,1,1
slice01752,39,50,50,1751,1800,1,1
slice01753,39,50,50,1751,1800,1,1
slice01754,39,50,50,1751,1800,1,1
slice01755,39,50,50,1751,1800,1,1
slice01756,39,50,50,1751,1800,1,1
slice01757,39,50,50,1751,1800,1,1
slice01758,39,50,50,1751,1800,1,1
slice01759,39,50,50,1751,1800,1,1
slice01760,39,50,50,1751,1800,1,1
slice01761,39,50,50,1751,1800,1,1
slice01762,39,50,50,1751,1800,1,1
slice01763,39,50,50,1751,1800,1,1
slice01764,39,50,50,1751,1800,1,1
slice01765,39,50,50,1751,1800,1,1
slice01766,39,50,50,1751,1800,1,1
slice01767,39,50,50,1751,1800,1,1
slice01768,39,50,50,1751,1800,1,1
slice01769,39,50,50,1751,1800,1,1
slice01770,39,50,50,1751,1800,1,1
slice01771,39,50,50,1751,1800,1,1
slice01772,39,50,50,1751,1800,1,1
slice01773,39,50,50,1751,1800,1,1
slice01774,39,50,50,1751,1800,1,1
slice01775,39,50,50,1751,1800,1,1
slice01776,39,50,50,1751,1800,1,1
slice01777,39,50,50,1751,1800,1,1
slice01778,39,50,50,1751,1800,1,1
slice01779,39,50,50,1751,1800,1,1
slice01780,39,50,50,1751,1800,1,1
slice01781,39,50,50,1751,1800,1,1
slice01782,39,50,50,1751,1800,1,1
slice01783,39,50,50,1751,1800,1,1
slice01784,39,50,50,1751,1800,1,1
slice01785,39,50,50,1751,1800,1,1
slice01786,39,50,50,1751,1800,1,1
slice01787,39,50,50,1751,1800,1,1
slice01788,39,50,50,1751,1800,1,1
slice01789,39,50,50,1751,1800,1,1
slice01790,39,50,50,1751,1800,1,1
slice01791,39,50,50,1751,1800,1,1
slice01792,39,50,50,1751,1800,1,1
slice01793,39,50,50,1751,1800,1,1
slice01794,39,50,50,1751,1800,1,1
slice01795,39,50,50,1751,1800,1,1
slice01796,39,50,50,1751,1800,1,1
slice01797,39,50,50,1751,1800,1,1
slice01798,39,50,50,1751,1800,1,1
slice01799,39,50,50,1751,1800,1,1
slice01800,39,50,50,1751,1800,1,1
slice01801,40,50,50,1801,1850,2,1
slice01802,40,50,50,1801,1850,2,1
slice01803,40,50,50,1801,1850,2,1
slice01804,40,50,50,1801,1850,2,1
slice01805,40,50,50,1801,1850,2,1
slice01806,40,50,50,1801,1850,2,1
slice01807,40,50,50,1801,1850,2,1
slice01808,40,50,50,1801,1850,2,1
slice01809,40,50,50,1801,1850,2,1
slice01810,40,50,50,1801,1850,2,1
slice01811,40,50,50,1801,1850,2,1
slice01812,40,50,50,1801,1850,2,1
slice01813,40,50,50,1801,1850,2,1
slice01814,40,50,50,1801,1850,2,1
slice01815,40,50,50,1801,1850,2,1
slice01816,40,50,50,1801,1850,2,1
slice01817,40,50,50,1801,1850,2,1
slice01818,40,50,50,1801,1850,2,1
slice01819,40,50,50,1801,1850,2,1
slice01820,40,50,50,1801,1850,2,1
slice01821,40,50,50,1801,1850,2,1
slice01822,40,50,50,1801,1850,2,1
slice01823,40,50,50,1801,1850,2,1
slice01824,40,50,50,1801,1850,2,1
slice01825,40,50,50,1801,1850,2,1
slice01826,40,50,50,1801,1850,2,1
slice01827,40,50,50,1801,1850,2,1
slice01828,40,50,50,1801,1850,2,1
slice01829,40,50,50,1801,1850,2,1
slice01830,40,50,50,1801,1850,2,1
slice01831,40,50,50,1801,1850,2,1
slice01832,40,50,50,1801,1850,2,1
slice01833,40,50,50,1801,1850,2,1
slice01834,40,50,50,1801,1850,2,1
slice01835,40,50,50,1801,1850,2,1
slice01836,40,50,50,1801,1850,2,1
slice01837,40,50,50,1801,1850,2,1
slice01838,40,50,50,1801,1850,2,1
slice01839,40,50,50,1801,1850,2,1
slice01840,40,50,50,1801,1850,2,1
slice01841,40,50,50,1801,1850,2,1
slice01842,40,50,50,1801,1850,2,1
slice01843,40,50,50,1801,1850,2,1
slice01844,40,50,50,1801,1850,2,1
slice01845,40,50,50,1801,1850,2,1
slice01846,40,50,50,1801,1850,2,1
slice01847,40,50,50,1801,1850,2,1
slice01848,40,50,50,1801,1850,2,1
slice01849,40,50,50,1801,1850,2,1
slice01850,40,50,50,1801,1850,2,1
slice01851,41,50,50,1851,1900,2,1
slice01852,41,50,50,1851,1900,2,1
slice01853,41,50,50,1851,1900,2,1
slice01854,41,50,50,1851,1900,2,1
slice01855,41,50,50,1851,1900,2,1
slice01856,41,50,50,1851,1900,2,1
slice01857,41,50,50,1851,1900,2,1
slice01858,41,50,50,1851,1900,2,1
slice01859,41,50,50,1851,1900,2,1
slice01860,41,50,50,1851,1900,2,1
slice01861,41,50,50,1851,1900,2,1
slice01862,41,50,50,1851,1900,2,1
slice01863,41,50,50,1851,1900,2,1
slice01864,41,50,50,1851,1900,2,1
slice01865,41,50,50,1851,1900,2,1
slice01866,41,50,50,1851,1900,2,1
slice01867,41,50,50,1851,1900,2,1
slice01868,41,50,50,1851,1900,2,1
slice01869,41,50,50,1851,1900,2,1
slice01870,41,50,50,1851,1900,2,1
slice01871,41,50,50,1851,1900,2,1
slice01872,41,50,50,1851,1900,2,1
slice01873,41,50,50,1851,1900,2,1
slice01874,41,50,50,1851,1900,2,1
slice01875,41,50,50,1851,1900,2,1
slice01876,41,50,50,1851,1900,2,1
slice01877,41,50,50,1851,1900,2,1
slice01878,41,50,50,1851,1900,2,1
slice01879,41,50,50,1851,1900,2,1
slice01880,41,50,50,1851,1900,2,1
slice01881,41,50,50,1851,1900,2,1
slice01882,41,50,50,1851,1900,2,1
slice01883,41,50,50,1851,1900,2,1
slice01884,41,50,50,1851,1900,2,1
slice01885,41,50,50,1851,1900,2,1
slice01886,41,50,50,1851,1900,2,1
slice01887,41,50,50,1851,1900,2,1
slice01888,41,50,50,1851,1900,2,1
slice01889,41,50,50,1851,1900,2,1
slice01890,41,50,50,1851,1900,2,1
slice01891,41,50,50,1851,1900,2,1
slice01892,41,50,50,1851,1900,2,1
slice01893,41,50,50,1851,1900,2,1
slice01894,41,50,50,1851,1900,2,1
slice01895,41,50,50,1851,1900,2,1
slice01896,41,50,50,1851,1900,2,1
slice01897,41,50,50,1851,1900,2,1
slice01898,41,50,50,1851,1900,2,1
slice01899,41,50,50,1851,1900,2,1
slice01900,41,50,50,1851,1900,2,1
slice01901,42,50,50,1901,1950,2,1
slice01902,42,50,50,1901,1950,2,1
slice01903,42,50,50,1901,1950,2,1
slice01904,42,50,50,1901,1950,2,1
slice01905,42,50,50,1901,1950,2,1
slice01906,42,50,50,1901,1950,2,1
slice01907,42,50,50,1901,1950,2,1
slice01908,42,50,50,1901,1950,2,1
slice01909,42,50,50,1901,1950,2,1
slice01910,42,50,50,1901,1950,2,1
slice01911,42,50,50,1901,1950,2,1
slice01912,42,50,50,1901,1950,2,1
slice01913,42,50,50,1901,1950,2,1
slice01914,42,50,50,1901,1950,2,1
slice01915,42,50,50,1901,1950,2,1
slice01916,42,50,50,1901,1950,2,1
slice01917,42,50,50,1901,1950,2,1
slice01918,42,50,50,1901,1950,2,1
slice01919,42,50,50,1901,1950,2,1
slice01920,42,50,50,1901,1950,2,1
slice01921,42,50,50,1901,1950,2,1
slice01922,42,50,50,1901,1950,2,1
slice01923,42,50,50,1901,1950,2,1
slice01924,42,50,50,1901,1950,2,1
slice01925,42,50,50,1901,1950,2,1
slice01926,42,50,50,1901,1950,2,1
slice01927,42,50,50,1901,1950,2,1
slice01928,42,50,50,1901,1950,2,1
slice01929,42,50,50,1901,1950,2,1
slice01930,42,50,50,1901,1950,2,1
slice01931,42,50,50,1901,1950,2,1
slice01932,42,50,50,1901,1950,2,1
slice01933,42,50,50,1901,1950,2,1
slice01934,42,50,50,1901,1950,2,1
slice01935,42,50,50,1901,1950,2,1
slice01936,42,50,50,1901,1950,2,1
slice01937,42,50,50,1901,1950,2,1
slice01938,42,50,50,1901,1950,2,1
slice01939,42,50,50,1901,1950,2,1
slice01940,42,50,50,1901,1950,2,1
slice01941,42,50,50,1901,1950,2,1
slice01942,42,50,50,1901,1950,2,1
slice01943,42,50,50,1901,1950,2,1
slice01944,42,50,50,1901,1950,2,1
slice01945,42,50,50,1901,1950,2,1
slice01946,42,50,50,1901,1950,2,1
slice01947,42,50,50,1901,1950,2,1
slice01948,42,50,50,1901,1950,2,1
slice01949,42,50,50,1901,1950,2,1
slice01950,42,50,50,1901,1950,2,1
slice01951,43,50,50,1951,2000,2,1
slice01952,43,50,50,1951,2000,2,1
slice01953,43,50,50,1951,2000,2,1
slice01954,43,50,50,1951,2000,2,1
slice01955,43,50,50,1951,2000,2,1
slice01956,43,50,50,1951,2000,2,1
slice01957,43,50,50,1951,2000,2,1
slice01958,43,50,50,1951,2000,2,1
slice01959,43,50,50,1951,2000,2,1
slice01960,43,50,50,1951,2000,2,1
slice01961,43,50,50,1951,2000,2,1
slice01962,43,50,50,1951,2000,2,1
slice01963,43,50,50,1951,2000,2,1
slice01964,43,50,50,1951,2000,2,1
slice01965,43,50,50,1951,2000,2,1
slice01966,43,50,50,1951,2000,2,1
slice01967,43,50,50,1951,2000,2,1
slice01968,43,50,50,1951,2000,2,1
slice01969,43,50,50,1951,2000,2,1
slice01970,43,50,50,1951,2000,2,1
slice01971,43,50,50,1951,2000,2,1
slice01972,43,50,50,1951,2000,2,1
slice01973,43,50,50,1951,2000,2,1
slice01974,43,50,50,1951,2000,2,1
slice01975,43,50,50,1951,2000,2,1
slice01976,43,50,50,1951,2000,2,1
slice01977,43,50,50,1951,2000,2,1
slice01978,43,50,50,1951,2000,2,1
slice01979,43,50,50,1951,2000,2,1
slice01980,43,50,50,1951,2000,2,1
slice01981,43,50,50,1951,2000,2,1
slice01982,43,50,50,1951,2000,2,1
slice01983,43,50,50,1951,2000,2,1
slice01984,43,50,50,1951,2000,2,1
slice01985,43,50,50,1951,2000,2,1
slice01986,43,50,50,1951,2000,2,1
slice01987,43,50,50,1951,2000,2,1
slice01988,43,50,50,1951,2000,2,1
slice01989,43,50,50,1951,2000,2,1
slice01990,43,50,50,1951,2000,2,1
slice01991,43,50,50,1951,2000,2,1
slice01992,43,50,50,1951,2000,2,1
slice01993,43,50,50,1951,2000,2,1
slice01994,43,50,50,1951,2000,2,1
slice01995,43,50,50,1951,2000,2,1
slice01996,43,50,50,1951,2000,2,1
slice01997,43,50,50,1951,2000,2,1
slice01998,43,50,50,1951,2000,2,1
slice01999,43,50,50,1951,2000,2,1
slice02000,43,50,50,1951,2000,2,1
slice02001,44,50,40,2001,2040,2,1
slice02002,44,50,40,2001,2040,2,1
slice02003,44,50,40,2001,2040,2,1
slice02004,44,50,40,2001,2040,2,1
slice02005,44,50,40,2001,2040,2,1
slice02006,44,50,40,2001,2040,2,1
slice02007,44,50,40,2001,2040,2,1
slice02008,44,50,40,2001,2040,2,1
slice02009,44,50,40,2001,2040,2,1
slice02010,44,50,40,2001,2040,2,1
slice02011,44,50,40,2001,2040,2,1
slice02012,44,50,40,2001,2040,2,1
slice02013,44,50,40,2001,2040,2,1
slice02014,44,50,40,2001,2040,2,1
slice02015,44,50,40,2001,2040,2,1
slice02016,44,50,40,2001,2040,2,1
slice02017,44,50,40,2001,2040,2,1
slice02018,44,50,40,2001,2040,2,1
slice02019,44,50,40,2001,2040,2,1
slice02020,44,50,40,2001,2040,2,1
slice02021,44,50,40,2001,2040,2,1
slice02022,44,50,40,2001,2040,2,1
slice02023,44,50,40,2001,2040,2,1
slice02024,44,50,40,2001,2040,2,1
slice02025,44,50,40,2001,2040,2,1
slice02026,44,50,40,2001,2040,2,1
slice02027,44,50,40,2001,2040,2,1
slice02028,44,50,40,2001,2040,2,1
slice02029,44,50,40,2001,2040,2,1
slice02030,44,50,40,2001,2040,2,1
slice02031,44,50,40,2001,2040,2,1
slice02032,44,50,40,2001,2040,2,1
slice02033,44,50,40,2001,2040,2,1
slice02034,44,50,40,2001,2040,2,1
slice02035,44,50,40,2001,2040,2,1
slice02036,44,50,40,2001,2040,2,1
slice02037,44,50,40,2001,2040,2,1
slice02038,44,50,40,2001,2040,2,1
slice02039,44,50,40,2001,2040,2,1
slice02040,44,50,40,2001,2040,2,1
slice02041,45,50,50,2041,2090,2,1
slice02042,45,50,50,2041,2090,2,1
slice02043,45,50,50,2041,2090,2,1
slice02044,45,50,50,2041,2090,2,1
slice02045,45,50,50,2041,2090,2,1
slice02046,45,50,50,2041,2090,2,1
slice02047,45,50,50,2041,2090,2,1
slice02048,45,50,50,2041,2090,2,1
slice02049,45,50,50,2041,2090,2,1
slice02050,45,50,50,2041,2090,2,1
slice02051,45,50,50,2041,2090,2,1
slice02052,45,50,50,2041,2090,2,1
slice02053,45,50,50,2041,2090,2,1
slice02054,45,50,50,2041,2090,2,1
slice02055,45,50,50,2041,2090,2,1
slice02056,45,50,50,2041,2090,2,1
slice02057,45,50,50,2041,2090,2,1
slice02058,45,50,50,2041,2090,2,1
slice02059,45,50,50,2041,2090,2,1
slice02060,45,50,50,2041,2090,2,1
slice02061,45,50,50,2041,2090,2,1
slice02062,45,50,50,2041,2090,2,1
slice02063,45,50,50,2041,2090,2,1
slice02064,45,50,50,2041,2090,2,1
slice02065,45,50,50,2041,2090,2,1
slice02066,45,50,50,2041,2090,2,1
slice02067,45,50,50,2041,2090,2,1
slice02068,45,50,50,2041,2090,2,1
slice02069,45,50,50,2041,2090,2,1
slice02070,45,50,50,2041,2090,2,1
slice02071,45,50,50,2041,2090,2,1
slice02072,45,50,50,2041,2090,2,1
slice02073,45,50,50,2041,2090,2,1
slice02074,45,50,50,2041,2090,2,1
slice02075,45,50,50,2041,2090,2,1
slice02076,45,50,50,2041,2090,2,1
slice02077,45,50,50,2041,2090,2,1
slice02078,45,50,50,2041,2090,2,1
slice02079,45,50,50,2041,2090,2,1
slice02080,45,50,50,2041,2090,2,1
slice02081,45,50,50,2041,2090,2,1
slice02082,45,50,50,2041,2090,2,1
slice02083,45,50,50,2041,2090,2,1
slice02084,45,50,50,2041,2090,2,1
slice02085,45,50,50,2041,2090,2,1
